<oov> 1.0	oov
کانگرس 1.0	K A_A N_G R A S
منشیوں 1.0	M U N S_H I_I1 O_O_N
سمجھو 1.0	S A M D_Z_H O_O
برتن 1.0	B A R T_D A N
وصف 1.0	V A S F
ہمشیرہ 1.0	H A M S_H I_I1 R A_A
مہینے 1.0	M A H I_I1 N A_Y
ماشے 1.0	M A_A S_H A_Y
ڈویژنل 1.0	D I V I_I1 Z_Z N A L
رقیہ 1.0	R U Q J A_A
کونسلر 1.0	K O N S L A R
کونسل 1.0	K O N S A L
مت 1.0	M A T_D
وسائل 1.0	V A S A_A I L
پمفلٹ 1.0	P A M F I L I T
ملحقہ 1.0	M U L H A Q A_A
دھوئے 1.0	D_D_H O_O A_Y
بہتر 1.0	B A_E_H H T_D A R
ایوان 1.0	A_E1 V A_A N
بالواسطہ 1.0	B I L V A_A S I T_D A_A
ترقیات 1.0	T_D A R A Q J I J A_A T_D
مون 1.0	M O_O N
گھرے 1.0	G_H I R A_Y
آرتھوپیڈک 1.0	A_A R T_D_H O_O P A_E1 D I K
چوہان 1.0	T_S1 O H A_A N
نیزے 1.0	N A_Y Z A_Y
پٹاخے 1.0	P A T A_A X A_Y
چنانچہ 1.0	T_S1 U N A_A N T_S1 A_Y
سوسائٹی 1.0	S O_O S A_A I T I_I1
وقفے 1.0	V A Q F A_Y
کثرت 1.0	K A S R A T_D
گالف 1.0	G A_A L F
غاں 1.0	G_G A_A_N
کھجور 1.0	K_H A D_Z U_U R
آزمائیں 1.0	A_A Z M A_A A_Y_N
جونیجو 1.0	D_Z O_O N A_Y D_Z O_O
بیعت 1.0	B A_E1 A T_D
قیامت 1.0	Q A J A_A M A T_D
جعل 1.0	D_Z A A L
بسیں 1.0	B A S A_Y_N
ماحولیات 1.0	M A_A H O L I J A_A T_D
آئیندہ 1.0	A_A I N D_D A_A
روگردانی 1.0	R U_U G A R D_D A_A N I_I1
کھونے 1.0	K_H O_O N A_Y
دوغلا 1.0	D_D O_O G_G L A_A
اداکارائیں 1.0	A D_D A_A K A_A R A_A A_Y_N
اچانک 1.0	A T_S1 A_A N A K
بڑوں 1.0	B A R_R O_O_N
مذاکرات 1.0	M U Z A_A K A R A_A T_D
چیریٹی 1.0	T_S1 A_E1 R I_I1 T I_I1
گھس 1.0	G_H U S
مویشی 1.0	M A V A_Y S_H I_I1
پہنے 1.0	P A_E_H H N A_Y
زنخوں 1.0	Z A N X O_O_N
میتھی 1.0	M A_Y T_D_H I_I1
ریشوں 1.0	R A_Y S_H O_O_N
مواقع 1.0	M A V A_A Q A_Y
چوروں 1.0	T_S1 O_O R O_O_N
منسوخی 1.0	M A N S U_U X I_I1
بارہواں 1.0	B A_A R A H V A_A_N
آئے 1.0	A_A A_Y
حق 1.0	H A Q
یہی 1.0	J A_Y H I_I1
میئر 1.0	M A_Y I R
واقعے 1.0	V A_A Q I A_Y
تاریخوں 1.0	T_D A_A R I_I1 X O_O_N
گہماگہمی 1.0	G A_E_H H M A_A G A_E_H H M I_I1
غوث 1.0	G_G O S
پڑ 1.0	P A R_R
بٹھا 1.0	B I T_H A_A
مریضوں 1.0	M A R I_I1 Z O_O_N
پتھروں 1.0	P A T_D_H R O_O_N
اینگرو 1.0	A_E1 N_G R O_O
وم 1.0	V I M
ناچ 1.0	N A_A T_S1
لغت 1.0	L U G_G A T_D
رمزی 1.0	R A M Z I_I1
ایکسچینج 1.0	A_E1 K S T_S1 A_Y N D_Z
سبسڈی 1.0	S A B S A D I_I1
افکار 1.0	U F K A_A R
گائیوں 1.0	G A_A A_Y O_O_N
پکوڑوں 1.0	P A K O_O R_R O_O_N
اخروٹ 1.0	A X R O_O T
نوجوان 1.0	N O D_Z A V A_A N
بنانا 1.0	B A N A_A N A_A
مفاہمت 1.0	M U F A_A H A M A T_D
بعدازاں 1.0	B A_A D_D A Z A_A_N
ہدایت 1.0	H I D_D A_A J A T_D
کانفرنس 1.0	K A_A N F A R I N S
ڈیلیوری 1.0	D I_I1 L I_I1 V R I_I1
چنگ 1.0	T_S1 A N_G
معیشت 1.0	M A I_I1 S_H A T_D
بارونق 1.0	B A_A R O N A Q
شماریات 1.0	S_H U M A_A R J A_A T_D
سوں 1.0	S U_U_N
خوگر 1.0	X U_U G A R
سوکھے 1.0	S U_U K_H A_Y
بولے 1.0	B O_O L A_Y
ملاؤں 1.0	M U L L A_A O_O_N
ساز 1.0	S A_A Z
سوئفٹ 1.0	S U_U I F T
ٹھہرو 1.0	T_H A H R O_O
خوشبوؤں 1.0	X U S_H B U_U O_O_N
پریوں 1.0	P A R J O_O_N
خسرو 1.0	X U S R O
اینڈ 1.0	A_E1 N D
لڑیں 1.0	L A R_R A_Y_N
اویسی 1.0	U V A_E1 S I_I1
اسود 1.0	A S V A D_D
خاطر 1.0	X A_A T_D I R
نائب 1.0	N A_A I B
کیو 1.0	K I J U_U
ناجائز 1.0	N A_A D_Z A_A I Z
ننھی 1.0	N A N_H N_H I_I1
مسخ 1.0	M A S X
تبصرہ 1.0	T_D A B S I R A_A
انٹر 1.0	I N T A R
تابعین 1.0	T_D A_A B I I_I1 N
بجائے 1.0	B A D_Z A_A A_Y
مانگ 1.0	M A_A N_G
لیفٹیننٹ 1.0	L A_Y F T I_I1 N A N T
آرگنائزنگ 1.0	A_A R G A N A_A I Z I N_G
سوگوار 1.0	S O_O G V A_A R
جگہوں 1.0	D_Z A G A H O_O_N
ازبک 1.0	U Z B A K
میرٹھی 1.0	M I_I1 R A T_H I_I1
دوچار 1.0	D_D O_O T_S1 A_A R
رود 1.0	R O_O D_D
خصوصا 1.0	X U S U_U S A N
تنہا 1.0	T_D A N H A_A
بھولیے 1.0	B_H U_U L J A_Y
تدریس 1.0	T_D A D_D R I_I1 S
تخم 1.0	T_D U X M
مآب 1.0	M A A_A B
ذاد 1.0	Z A_A D_D
چڈا 1.0	T_S1 A D D A_A
بھنگڑے 1.0	B_H A N_G R_R A_Y
ہیروئن 1.0	H A_Y R O_O I N
غیور 1.0	G_G A J J U_U R
لیدر 1.0	L A_E1 D_D A R
بیماری 1.0	B I_I1 M A_A R I_I1
جھگڑا 1.0	D_Z_H A G R_R A_A
صوبوں 1.0	S U_U B O_O_N
اوڑھنا 1.0	O_O R_R_H N A_A
اٹھے 1.0	U T_H A_Y
ڈسکوری 1.0	D I S K A V R I_I1
مسحور 1.0	M A S H U_U R
نا 1.0	N A_A
مغلیہ 1.0	M U G_G L I J A_A
اوکاڑوی 1.0	O_O K A_A R_R V I_I1
پرائیوٹائزیشن 1.0	P A R A_A I_I1 V I T A_A I Z A_Y S_H A N
رقیب 1.0	R A Q I_I1 B
خان 1.0	X A_A N
لائی 1.0	L A_A I_I1
باخبر 1.0	B A_A X A B A R
مفید 1.0	M U F I_I1 D_D
شفاف 1.0	S_H A F F A_A F
ڈونرز 1.0	D O_O N A R Z
صوبائی 1.0	S U_U B A_A I_I1
سدھریں 1.0	S U D_D_H R A_Y_N
رکھوں 1.0	R A K_H U_U_N
اٹھتر 1.0	A T_H A T_D T_D A R
بھربھری 1.0	B_H U R B_H U R I_I1
جچے 1.0	D_Z A T_S1 A_Y
خواجہ 1.0	X A_A D_Z A_A
سرخرو 1.0	S U R X R U_U
توڑیں 1.0	T_D O_O R_R A_Y_N
دشمن 1.0	D_D U S_H M A N
غبار 1.0	G_G U B A_A R
برعظیم 1.0	B A R R A_Y A Z I_I1 M
سنبھل 1.0	S A M B_H A L
نیز 1.0	N I_I1 Z
حبیب 1.0	H A B I_I1 B
بیوگان 1.0	B A_E1 V G A_A N
ریسٹورنٹ 1.0	R A_E1 S T U_U R A N T
ڈرل 1.0	D I_I1 R I L
معانی 1.0	M A A_A N I_I1
شعلے 1.0	S_H O_O L A_Y
مصحفی 1.0	M U S H A F I_I1
طغیانی 1.0	T_D U G_G J A_A N I_I1
والڈ 1.0	V A_A L I D
غوغا 1.0	G_G O G_G A_A
درمیان 1.0	D_D A R M I J A_A N
تلخیوں 1.0	T_D A L X I_I1 O_O_N
قومی 1.0	Q O_O M I_I1
ترن 1.0	T_D A R U N
اپنے 1.0	A P N A_Y
زہریلی 1.0	Z A_E_H H R I_I1 L I_I1
سوچے 1.0	S O_O T_S1 A_Y
رکھی 1.0	R A K K_H I_I1
خسارے 1.0	X A S A_A R A_Y
غیظ 1.0	G_G A_E1 Z
جبیں 1.0	D_Z A B I_I_N
لوٹ 1.0	L O_O T
باچھ 1.0	B A_A T_S_H
سائیں 1.0	S A_A I_I_N
بھائی 1.0	B_H A_A I_I1
دوشیزہ 1.0	D_D O_O S_H I_I1 Z A_A
لیفٹ 1.0	L A_E1 F T
تحیر 1.0	T_D A H A J U R
بیف 1.0	B I_I1 F
گراؤنڈ 1.0	G I R A_A U_U N D
گھیا 1.0	G_H I J A_A
اُٹھا 1.0	U T_H A_A
دورانیے 1.0	D_D O R A_A N I_I1 A_Y
سٹوڈنٹس 1.0	S I T U_U D A N T S
ایہام 1.0	I_I1 H A_A M
خوض 1.0	X O Z
کڑھنے 1.0	K U R_R_H N A_Y
نوعیت 1.0	N O I J J A T_D
شہر 1.0	S_H A_E_H H R
فراواں 1.0	F A R A_A V A_A_N
نوعی 1.0	N O I_I1
خنازیر 1.0	X I N A_A Z I_I1 R
آخرالزمان 1.0	A_A X I R U Z Z A M A_A N
انستھیزیا 1.0	I N S T_D_H I_I1 Z I J A_A
ساحل 1.0	S A_A H I L
پٹھوں 1.0	P A T_H T_H O_O_N
جنگجوؤں 1.0	D_Z A N_G D_Z U_U O_O_N
پیغمبر 1.0	P A_E1 G_G A M B A R
بیٹھے 1.0	B A_E1 T_H A_Y
شہروں 1.0	S_H A_E_H H R O_O_N
بروری 1.0	B A R O R I_I1
لچک 1.0	L A T_S1 A K
مخالفت 1.0	M U X A_A L A F A T_D
خواہاں 1.0	X A_A H A_A_N
بتدریج 1.0	B A T_D A D_D R I_I1 D_Z
ہندوستانی 1.0	H I N D_D U_U S T_D A_A N I_I1
حوصلے 1.0	H O_O S L A_Y
بیوہ 1.0	B A_Y V A_A
ڈیزاسٹر 1.0	D I_I1 Z A_A S T A R
فرائض 1.0	F A R A_A I Z
موضوع 1.0	M O_O Z U_U
یوگا 1.0	J O_O G A_A
انتقال 1.0	I N T_D I Q A_A L
خانگی 1.0	X A_A N_G G I_I1
خواہش 1.0	X A_A H I S_H
بغور 1.0	B A G_G O R
شہابیے 1.0	S_H I H A_A B I_I1 J A_Y
درہم 1.0	D_D I R H A M
مجیب 1.0	M U D_Z I_I1 B
زلیخا 1.0	Z U L A_E1 X A_A
سرکاری 1.0	S A R K A_A R I_I1
قندیل 1.0	Q I N D_D I_I1 L
فوائد 1.0	F A V A_A I D_D
سویا 1.0	S O_O J A_A
تفرقہ 1.0	T_D A F R I Q A_A
دکھاوے 1.0	D_D I K_H A_A V A_Y
عرصے 1.0	A R S A_Y
اوسط 1.0	O S A T_D
چاہئے 1.0	T_S1 A_A H I_I1 A_Y
بیلٹ 1.0	B A_E1 L T
رحمت 1.0	R A H M A T_D
پانے 1.0	P A_A N A_Y
اہل 1.0	A_E1 H L
فرعون 1.0	F I R O N
مدھر 1.0	M A D_D_H U R
سوئنگ 1.0	S U_U I N_G
خوان 1.0	X O V A_A N
پڑا 1.0	P U R_R A_A
لمحے 1.0	L A M H A_Y
لگانا 1.0	L A G A_A N A_A
کھلاڑیوں 1.0	K_H I L A_A R_R I_I1 O_O_N
بَلّا 1.0	B I L A_A
چکاچوند 1.0	T_S1 A K A_A T_S1 O N D_D
ترجیحات 1.0	T_D A R D_Z I_I1 H A_A T_D
کھڑے 1.0	K_H A R_R A_Y
صوفیہ 1.0	S O_O F I J A_A
اختیار 1.0	I X T_D I J A_A R
مورخین 1.0	M O_O A R R I X I_I1 N
بےحرمتی 1.0	B A_Y H U R M A T_D I_I1
تمہیں 1.0	T_D U M H A_Y_N
پژمردہ 1.0	P A Z_Z M U R D_D A_A
منظور 1.0	M A N Z U_U R
الہیات 1.0	I L A H J A_A T_D
خوشیاں 1.0	X U S_H J A_A_N
مجید 1.0	M A D_Z I_I1 D_D
نوازوں 1.0	N A V A_A Z U_U_N
تشنج 1.0	T_D A S_H A N N U D_Z
فروش 1.0	F A R O_O S_H
بھیج 1.0	B_H A_Y D_Z
ممانعت 1.0	M U M A_A N A A T_D
لیکوئڈ 1.0	L I_I1 K U_U I D
قدر 1.0	Q A D_D R
کنسورشیم 1.0	K A N S O_O R S_H I J A M
قبول 1.0	Q U B U_U L
متھرانی 1.0	M I T_D_H R A_A N I_I1
فرسودہ 1.0	F A R S U_U D_D A_A
اجاگر 1.0	U D_Z A_A G A R
جمخانہ 1.0	D_Z I M X A_A N A_A
قومیائے 1.0	Q O M I J A_A A_Y
جوائنٹ 1.0	D_Z U_U A_A I N T
تفریحی 1.0	T_D A F R I_I1 H I_I1
کروا 1.0	K A R V A_A
نخوت 1.0	N A X V A T_D
کمپیوٹرائزڈ 1.0	K A M P I J U_U T A R A_A I Z D
سویلین 1.0	S I V I_I1 L J A N
بچھونا 1.0	B I T_S_H O_O N A_A
ساغر 1.0	S A_A G_G A R
ڈیزائن 1.0	D I_I1 Z A_A I N
چھیلنے 1.0	T_S_H I_I1 L N A_Y
زچ 1.0	Z I T_S1
حریفوں 1.0	H A R I_I1 F O_O_N
چھایا 1.0	T_S_H A_A J A_A
بہی 1.0	B A_E_H H I_I1
صحیح 1.0	S A H I_I1 H
مچانے 1.0	M A T_S1 A_A N A_Y
حکمراں 1.0	H U K M R A_A_N
ثریا 1.0	S U R A J J A_A
انحصار 1.0	I N H I S A_A R
ناچیز 1.0	N A_A T_S1 I_I1 Z
دریچے 1.0	D_D A R I_I1 T_S1 A_Y
بحثوں 1.0	B A H S O_O_N
جھونکے 1.0	D_Z_H O_O N K A_Y
ذوق 1.0	Z O Q
چونسٹھ 1.0	T_S1 O_N S A T_H
طوفاں 1.0	T_D U_U F A_A_N
حال 1.0	H A_A L
تہیں 1.0	T_D A_E_H H A_Y_N
خورشید 1.0	X U R S_H I_I1 D_D
گوہ 1.0	G O_O H
تحقیقات 1.0	T_D A H Q I_I1 Q A_A T_D
ڈھے 1.0	D_H A_E1
تاثرات 1.0	T_D A_A S S U R A_A T_D
کانفرنسوں 1.0	K A_A N F A R I N S O_O_N
دولہا 1.0	D_D U_U L H A_A
بیزار 1.0	B A_Y Z A_A R
کا 1.0	K A_A
سیکورٹی 1.0	S I_I1 K O_O R T I_I1
فلاں 1.0	F U L A_A_N
سورما 1.0	S U_U R M A_A
کیا 1.0	K A_Y J A_A
رہا 1.0	R A H A_A
غنودگی 1.0	G_G U N U_U D_D A G I_I1
عشاق 1.0	U S_H S_H A_A Q
فلیگ 1.0	F A L A_E1 G
ترغیب 1.0	T_D A R G_G I_I1 B
دوسرے 1.0	D_D U_U S R A_Y
سہولت 1.0	S U H U_U L A T_D
نعیم 1.0	N A I_I1 M
یگانگت 1.0	J A G A_A N_G G A T_D
ناچنے 1.0	N A_A T_S1 N A_Y
بھیل 1.0	B_H I_I1 L
نیگیٹو 1.0	N A_Y G A_Y T I V
غدودوں 1.0	G_G U_U D_D U_U D_D O_O_N
منشور 1.0	M A N S_H U_U R
جمیعت 1.0	D_Z A M I_I1 A T_D
ادائیگی 1.0	A D_D A_A I_I1 G I_I1
باندھنے 1.0	B A_A N D_D_H N A_Y
دماغی 1.0	D_D I M A_A G_G I_I1
تلور 1.0	T_D I L O R
نوے 1.0	N A V V A_Y
انگوٹھا 1.0	A N_G G U_U T_H A_A
کھولے 1.0	K_H O_O L A_Y
سرویئر 1.0	S A R V I_I1 A R
کہاں 1.0	K A H A_A_N
سمجھانے 1.0	S A M D_Z_H A_A N A_Y
چُھپ 1.0	T_S_H U P
بوکھلاہٹ 1.0	B O K_H L A_A H A T
قلم 1.0	Q A L A M
تیری 1.0	T_D A_Y R I_I1
سمجھا 1.0	S A M D_Z_H A_A
ششدر 1.0	S_H A S_H D_D A R
سگریٹ 1.0	S I G R A_Y T
شیخ 1.0	S_H A_Y X
شلجم 1.0	S_H A L D_Z A M
روسی 1.0	R U_U S I_I1
سپیل 1.0	S I_I1 P A_Y L
کھلواڑ 1.0	K_H A L V A_A R_R
نمائندہ 1.0	N U M A_A I N D_D A_A
ٹھوس 1.0	T_H O_O S
پسند 1.0	P A S A N D_D
عود 1.0	U_U D_D
فہرست 1.0	F A H R I S T_D
چھوڑوں 1.0	T_S_H O_O R_R U_U_N
مومن 1.0	M O_O M I N
میجر 1.0	M A_Y D_Z A R
دھار 1.0	D_D_H A_A R
سہیلی 1.0	S A H A_Y L I_I1
پہلا 1.0	P A_E_H H L A_A
یقین 1.0	J A Q I_I1 N
پچھلا 1.0	P I T_S_H L A_A
ججوں 1.0	D_Z A D_Z O_O_N
ریڑھی 1.0	R A_Y R_R_H I_I1
منتخبات 1.0	M U N T_D A X I B A_A T_D
بیان 1.0	B A J A_A N
جاوید 1.0	D_Z A_A V A_Y D_D
چیچک 1.0	T_S1 I_I1 T_S1 A K
حاصل 1.0	H A_A S I L
جداگانہ 1.0	D_Z U D_D A_A G A_A N A_A
دی 1.0	D_D I_I1
پتھالوجسٹ 1.0	P I T_D_H A_A L O_O D_Z I S T
سوچوں 1.0	S O_O T_S1 O_O_N
ریڈیو 1.0	R A_Y D J O_O
مورخ 1.0	M U A R R I X
انگور 1.0	A N_G G U_U R
رائیگاں 1.0	R A_A A_Y G A_A_N
سویٹر 1.0	S U V A_E1 T A R
حصول 1.0	H U S U_U L
سَیل 1.0	S A_E1 L
اداروں 1.0	I D_D A_A R O_O_N
کاشف 1.0	K A_A S_H I F
نقشوں 1.0	N A Q S_H O_O_N
چونکہ 1.0	T_S1 U_U_N K A_Y
پیشاب 1.0	P A_Y S_H A_A B
فلیچر 1.0	F I L A_Y T_S1 A R
رازق 1.0	R A_A Z I Q
منگل 1.0	M A N_G G A L
دعاؤں 1.0	D_D U A_A O_O_N
نڈر 1.0	N I D A R
پائیدار 1.0	P A_A A_Y D_D A_A R
شیعہ 1.0	S_H I_I1 A_A
خلیے 1.0	X A L J A_Y
مرغیاں 1.0	M U R G_G I J A_A_N
بھنگڑا 1.0	B_H A N_G R_R A_A
چمڑے 1.0	T_S1 A M R_R A_Y
فشنگ 1.0	F I S_H S_H I N_G
نومولود 1.0	N O M O L U_U D_D
گیندے 1.0	G A_Y N D_D A_Y
بیویوں 1.0	B I_I1 V I_I1 O_O_N
کندھوں 1.0	K A N D_D_H O_O_N
شوروم 1.0	S_H O_O R U_U M
جماعت 1.0	D_Z A M A_A A T_D
حبشی 1.0	H A B S_H I_I1
رخشندہ 1.0	R A X S_H A N D_D A_A
موبائل 1.0	M O_O B A_A I L
نشئی 1.0	N A S_H A I_I1
ہفتے 1.0	H A F T_D A_Y
نوش 1.0	N O_O S_H
لائیں 1.0	L A_A A_Y_N
رکھا 1.0	R A K K_H A_A
دھویں 1.0	D_D_H O_O A_Y_N
فارغ 1.0	F A_A R I G_G
خاتون 1.0	X A_A T_D U_U N
تحریر 1.0	T_D A H R I_I1 R
درستگی 1.0	D_D A R U S T_D A G I_I1
غریب 1.0	G_G A R I_I1 B
پسماندہ 1.0	P A S M A_A N D_D A_A
فوڈ 1.0	F U_U D
حوض 1.0	H O Z
دیکھا 1.0	D_D A_Y K_H A_A
الفت 1.0	U L F A T_D
نقل 1.0	N A Q L
سیریلز 1.0	S I_I1 R J A L Z
آبدوزیں 1.0	A_A B D_D O_O Z A_Y_N
منہدم 1.0	M U N H A D_D I M
کٹھن 1.0	K A T_H I N
سوئم 1.0	S O_O I M
بیج 1.0	B A_E1 D_Z
دلچسپی 1.0	D_D I L T_S1 A S P I_I1
آیا 1.0	A_A J A_A
مچھر 1.0	M A T_S_H T_S_H A R
بھابی 1.0	B_H A_A B I_I1
ییلو 1.0	J A_Y L O_O
حجاج 1.0	H U D_Z D_Z A_A D_Z
ٹریجڈی 1.0	T A R A_Y D_Z I D I_I1
تھل 1.0	T_D_H A L
بھومی 1.0	B_H U_U M I_I1
ریزولوشن 1.0	R A_E1 Z O_O L U_U S_H A N
فخر 1.0	F A X A R
حصہ 1.0	H I S S A_A
تعداد 1.0	T_D A D_D A_A D_D
جوئیں 1.0	D_Z U_U A_Y_N
نیرنگ 1.0	N A_E1 R A N_G
حرفوں 1.0	H A R F O_O_N
گڑھ 1.0	G A R_R_H
چلائیں 1.0	T_S1 A L A_A A_Y_N
مشہور 1.0	M A S_H H U_U R
وفاؤں 1.0	V A F A_A O_O_N
اشجار 1.0	A S_H D_Z A_A R
ڈیزرٹ 1.0	D A_E1 Z A R T
زیورات 1.0	Z A_Y V R A_A T_D
گھروں 1.0	G_H A R O_O_N
مکھڑے 1.0	M U K_H R_R A_Y
واں 1.0	V A_A_N
اقربا 1.0	A Q R A B A_A
چیلنجوں 1.0	T_S1 A_E1 L A N D_Z O_O_N
ضائع 1.0	Z A_A A_Y
بہبود 1.0	B I H B U_U D_D
بینات 1.0	B A J J I N A_A T_D
انگوٹھی 1.0	A N_G G U_U T_H I_I1
پنجابی 1.0	P A N D_Z A_A B I_I1
سوسو 1.0	S O S O
عوام 1.0	A V A_A M
دنیاوی 1.0	D_D U N J A_A V I_I1
بھوت 1.0	B_H U_U T_D
خاندان 1.0	X A_A N D_D A_A N
کھاتے 1.0	K_H A_A T_D A_Y
دریاؤں 1.0	D_D A R J A_A O_O_N
ناشتہ 1.0	N A_A S_H T_D A_A
ہینگر 1.0	H A_E1 N_G G A R
چھیل 1.0	T_S_H I_I1 L
ہمزاد 1.0	H A M Z A_A D_D
گیج 1.0	G A_Y D_Z
معروضی 1.0	M A A R U_U Z I_I1
تحائف 1.0	T_D A H A_A I F
جھٹکے 1.0	D_Z_H A T K A_Y
گھناؤنا 1.0	G_H I N A_A O_O N A_A
چندھیا 1.0	T_S1 U N D_D_H J A_A
فیس 1.0	F A_Y S
پتھر 1.0	P A T_D_H T_D_H A R
تعجب 1.0	T_D A A D_Z D_Z U B
بگھی 1.0	B A G G_H I_I1
اہلخانہ 1.0	A H L A_Y X A_A N A_A
دھل 1.0	D_D_H U L
کمیونٹی 1.0	K A M J U_U N I T I_I1
صدیقی 1.0	S I D_D D_D I_I1 Q I_I1
ٹیڑھے 1.0	T A_Y R_R_H A_Y
ہیجڑے 1.0	H I_I1 D_Z R_R A_Y
گیر 1.0	G A_Y R
دوررس 1.0	D_D U_U R R A S
اکٹھی 1.0	I K A T_H I_I1
ثقافت 1.0	S A Q A_A F A T_D
بھارتی 1.0	B_H A_A R T_D I_I1
صفر 1.0	S I F R
فوری 1.0	F O R I_I1
مادھو 1.0	M A_A D_D_H O
جاگنگ 1.0	D_Z A_A G I N_G
چمٹے 1.0	T_S1 I M T A_Y
بپھرے 1.0	B I P_H R A_Y
کیریئر 1.0	K A_E1 R I_I1 A R
بھیڑیے 1.0	B_H A_Y R_R I_I1 A_Y
آنکھیں 1.0	A_A N K_H A_Y_N
ففٹی 1.0	F I F T I_I1
بھیجوں 1.0	B_H A_Y D_Z U_U_N
غیرقانونی 1.0	G_G A_E1 R Q A_A N U_U N I_I1
کوئز 1.0	K U_U I Z
آتشزدگی 1.0	A_A T_D I S_H Z A D_D G I_I1
اعلان 1.0	A_Y L A_A N
میچو 1.0	M I_I1 T_S1 O_O
مافیا 1.0	M A_A F I J A_A
اضافہ 1.0	I Z A_A F A_A
کوشش 1.0	K O_O S_H I S_H
سانسیں 1.0	S A_A_N S A_Y_N
ایجوکیشن 1.0	A_E1 D_Z U_U K A_Y S_H A N
آرٹلری 1.0	A_A R T I L R I_I1
پیہم 1.0	P A_E1 H A M
تیزی 1.0	T_D A_Y Z I_I1
پگڑی 1.0	P A G R_R I_I1
گنہگار 1.0	G U N A H G A_A R
شو 1.0	S_H O_O
وقت 1.0	V A Q T_D
طرف 1.0	T_D A R F
تشویش 1.0	T_D A S_H V I_I1 S_H
فیضان 1.0	F A_E1 Z A_A N
روئیں 1.0	R O_O A_Y_N
داؤدی 1.0	D_D A U_U D_D I_I1
ایمبولینس 1.0	A_E1 M B O_O L A_E1 N S
لڑکا 1.0	L A R_R K A_A
سینڈوچ 1.0	S A_E1 N D V I T_S1
چھائیاں 1.0	T_S_H A_A I J A_A_N
پھینک 1.0	P_H A_Y N K
نیچر 1.0	N A_Y T_S1 A R
کھچڑی 1.0	K_H I T_S1 R_R I_I1
طرحی 1.0	T_D A R H I_I1
سڑنے 1.0	S A R_R N A_E1
بالغ 1.0	B A_A L I G_G
بکھرے 1.0	B I K_H R A_Y
حافظ 1.0	H A_A F I Z
ایوبی 1.0	A_E1 J U_U B I_I1
الجھا 1.0	U L D_Z_H A_A
رونے 1.0	R O_O N A_Y
پلڑے 1.0	P A L R_R A_Y
کھڈی 1.0	K_H A D D I_I1
چوزے 1.0	T_S1 U_U Z A_Y
چیتھڑے 1.0	T_S1 I_I1 T_D_H R_R A_Y
نتیجہ 1.0	N A T_D I_I1 D_Z A_A
شہزادی 1.0	S_H A H Z A_A D_D I_I1
محلول 1.0	M A H L U_U L
دریں 1.0	D_D A R I_I_N
لاٹھیاں 1.0	L A_A T_H I J A_A_N
ہو 1.0	H O_O
کلاں 1.0	K A L A_A_N
لیتے 1.0	L A_Y T_D A_Y
کیونکہ 1.0	K I J U_U N K A_Y
حروں 1.0	H U R R O_O_N
دباؤ 1.0	D_D A B A_A O_O
سانحے 1.0	S A_A N I H A_Y
کوڑی 1.0	K O R_R I_I1
مڈنائٹ 1.0	M I D N A_A I T
رکھوا 1.0	R A K_H V A_A
الحاج 1.0	A L H A_A D_Z
کماحقہ 1.0	K A M A_A H A Q Q U H U_U
معاہدے 1.0	M U A_A H A D_D A_Y
کانجی 1.0	K A_A N D_Z I_I1
کیفے 1.0	K A_E1 F A_Y
نخرے 1.0	N A X R A_Y
رکھتا 1.0	R A K_H T_D A_A
میثاق 1.0	M I_I1 S A_A Q
سمجھ 1.0	S A M A D_Z_H
کہانی 1.0	K A H A_A N I_I1
گوٹھوں 1.0	G O_O T_H O_O_N
نیلم 1.0	N I_I1 L A M
عہدہ 1.0	O_O_H H D_D A_A
لوہا 1.0	L O_O H A_A
ایگزامینر 1.0	A_E1 G Z A_A M I_I1 N A R
مدفون 1.0	M A D_D F U_U N
آزاد 1.0	A_A Z A_A D_D
داڑھ 1.0	D_D A_A R_R_H I
لادینیت 1.0	L A_A D_D I_I1 N J A T_D
شیخی 1.0	S_H A_Y X I_I1
جانوں 1.0	D_Z A_A N O_O_N
سازگار 1.0	S A_A Z G A_A R
انسولیشن 1.0	I N S O_O L A_Y S_H A N
احسن 1.0	A H S A N
گوشے 1.0	G O_O S_H A_Y
بینگن 1.0	B A_E1 N_G G A N
جیولری 1.0	D_Z I J U_U L R I_I1
ایجاد 1.0	I_I1 D_Z A_A D_D
مزین 1.0	M U Z A_E1 J A N
گھیرے 1.0	G_H A_Y R A_Y
روغن 1.0	R O_O G_G A N
ریچھ 1.0	R I_I1 T_S_H
جویا 1.0	D_Z O_O J A_A
دھیان 1.0	D_D_H A J A_A N
ساتھیو 1.0	S A_A T_D_H I_I1 O_O
سیب 1.0	S A_Y B
دارلخلافہ 1.0	D_D A_A R U L X I L A_A F A H
بلکہ 1.0	B A L K A_Y
شدید 1.0	S_H A D_D I_I1 D_D
کوچوں 1.0	K U_U T_S1 O_O_N
پنجگانہ 1.0	P A N D_Z G A_A N A_A
گھنگرو 1.0	G_H U N_G R U_U
واجب 1.0	V A_A D_Z I B
مرہون 1.0	M A R H U_U N
قیصر 1.0	Q A_E1 S A R
بہاؤ 1.0	B A H A_A O_O
فوریکس 1.0	F O_O R A_E1 K S
داغے 1.0	D_D A_A G_G A_Y
کالز 1.0	K A_A L Z
لہجے 1.0	L A_E_H H D_Z A_Y
تارڑ 1.0	T_D A_A R A R_R
